formula,Nb,Mo,Ta,W,SFE,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model
Nb14Mo19Ta13W54,14,19,13,54,0.9257,Nb14 Mo19 Ta13 W54,Nb0.08444262478590402 Mo0.11834269771449572 Ta0.1527161622088065 W0.6444985152907937 ,Nb0.14Mo0.19Ta0.13W0.54,0.0279233266952753,6.01587287027952,0.004761799984931751,2.0082000000000004,1.0442705694597907,-0.009883383498471274,154.0361176,15403.23176,-12.675681913721268,0.07017011082294237,0.15552,5.73,5.517200000000001,8.2146,18.0,2.0,0,16.0,0,118.79490000000001,0.36557669919319485,22.286283000000005,-0.08057990275297597
Nb45Mo12Ta30W13,45,12,30,13,1.2275,Nb45 Mo12 Ta30 W13,Nb0.3179203392194936 Mo0.08754699040681085 Ta0.41279555749668445 W0.18173711287701116 ,Nb0.45Mo0.12Ta0.3W0.13,0.022908087687430544,6.319792223379945,0.0025003725912031193,1.6223999999999998,1.0438274398754808,-0.010310861813093476,131.506635,13150.423499999999,-19.64795219463889,0.07014198425239851,0.12946500000000005,5.25,4.98,7.8119,18.0,2.0,0,16.0,0,71.2485,0.5653401345528288,20.766195,-0.11025221192090896
Nb34Mo21Ta8W37,34,21,8,37,1.7786,Nb34 Mo21 Ta8 W37,Nb0.2353248273821775 Mo0.15009364414825546 Ta0.1078417134125544 W0.5067398150570126 ,Nb0.34Mo0.21Ta0.08W0.37,0.02695451519308301,4.83231476502614,-0.005832658001993717,2.0540000000000003,1.0441353039874774,-0.010512744922102175,134.23639959999997,13423.21996,-14.469485103433131,0.07807906297184838,0.18112499999999998,5.58,6.904,7.947,18.0,2.0,0,16.0,0,99.1614,0.5041252809418928,27.153468,-0.11640452536212664
Nb12Mo69Ta17W2,12,69,17,2,0.8565,Nb12 Mo69 Ta17 W2,Nb0.09973373137062383 Mo0.5921941160473747 Ta0.2751805306159329 W0.032891621966068575 ,Nb0.12Mo0.69Ta0.17W0.02,0.01793655057880065,4.8636125428377195,0.0035378612959094747,1.1842,1.0440146799259593,-0.0073989502498759034,111.7991052,11178.53052,-22.998115679074576,0.06139113810048086,0.1264800000000001,5.71,4.5052,7.1692,18.0,2.0,0,16.0,0,99.13229999999999,0.2964679298567447,13.727906999999998,-0.052552777102712334
Nb14Mo35Ta4W47,14,35,4,47,0.8324,Nb14 Mo35 Ta4 W47,Nb0.09275491890283923 Mo0.2394589833211238 Ta0.0516151110859915 W0.6161709866900454 ,Nb0.14Mo0.35Ta0.04W0.47,0.02296683462523708,7.48317592113998,0.011142212578298389,1.6636,1.0443005145616735,-0.009364134614573747,140.2356084,14022.86084,-17.75273874163953,0.05896411175436994,0.12592499999999995,5.82,4.088,7.953799999999999,18.0,2.0,0,16.0,0,120.4326,0.32971666787189796,19.979388,-0.06630380306525745
Nb35Mo37Ta2W26,35,37,2,26,1.8704,Nb35 Mo37 Ta2 W26,Nb0.2722647753816292 Mo0.2972208780354096 Ta0.030301307558353436 W0.4002130390246078 ,Nb0.35Mo0.37Ta0.02W0.26,0.022953109037870668,4.690326313759254,-0.002243478958859497,1.7412,1.0441216065486825,-0.009675755824026773,119.4397906,11943.23906,-18.365462108503845,0.07273371917218144,0.16872000000000004,5.629999999999999,6.3136,7.6489,18.0,2.0,0,16.0,0,97.1139,0.48325620896940813,25.241283000000003,-0.10269002619074888
Nb16Mo51Ta21W12,16,51,21,12,1.6943,Nb16 Mo51 Ta21 W12,Nb0.1200202474075913 Mo0.3950562042607433 Ta0.3068045460353893 W0.178119002296276 ,Nb0.16Mo0.51Ta0.21W0.12,0.022546695262951895,5.704078603392231,-0.002212731832980579,1.6865999999999999,1.0440146799259593,-0.0101329901948137,123.86447559999999,12385.42756,-19.93296170285419,0.06906365226409714,0.15570000000000006,5.63,5.4204,7.458399999999999,18.0,2.0,0,16.0,0,97.8339,0.36732183536732116,19.107602999999997,-0.07052869795692417
Nb17Mo28Ta24W31,17,28,24,31,1.9546,Nb17 Mo28 Ta24 W31,Nb0.11039011143399202 Mo0.1877558412896949 Ta0.3035291828731061 W0.39832486440320697 ,Nb0.17Mo0.28Ta0.24W0.31,0.02818695231421589,5.821752153592397,-0.005155797351437596,2.1879999999999997,1.044076025796112,-0.011333958254224934,143.0807758,14307.51758,-14.265446428215386,0.07612273303302672,0.17722500000000002,5.59,6.256,7.8995,18.0,2.0,0,16.0,0,102.7047,0.4169346225108882,23.760147000000003,-0.08967054176223281
Nb19Mo37Ta36W8,19,37,36,8,1.3561,Nb19 Mo37 Ta36 W8,Nb0.1327249477924363 Mo0.26690386442025354 Ta0.48978944709347705 W0.11058174069383322 ,Nb0.19Mo0.37Ta0.36W0.08,0.0229057552828063,5.675088244483254,-0.001598294568779899,1.7452,1.0438813747050126,-0.010419645302198254,133.005849,13299.844899999998,-19.859289288065032,0.07251324162165332,0.15954000000000007,5.449999999999999,5.643999999999999,7.589700000000001,18.0,2.0,0,16.0,0,86.92649999999999,0.4054942592934398,19.204275,-0.07829025698812864
Nb13Mo36Ta27W24,13,36,27,24,1.9981,Nb13 Mo36 Ta27 W24,Nb0.08652127186461497 Mo0.24742080693479723 Ta0.34998647969622304 W0.31607144150436467 ,Nb0.13Mo0.36Ta0.27W0.24,0.026926803513224434,5.966779392065378,-0.004421376894038205,2.0838,1.0440419181336018,-0.011049730667224464,139.600957,13959.3757,-15.239899036644877,0.07384272075737898,0.17136000000000004,5.6,5.88,7.762300000000001,18.0,2.0,0,16.0,0,101.82,0.3846674980561566,21.6252,-0.07589009412163224
Nb31Mo11Ta1W57,31,11,1,57,1.6506,Nb31 Mo11 Ta1 W57,Nb0.19733095971615222 Mo0.07230700862761821 Ta0.012397710614881674 W0.7179643210413479 ,Nb0.31Mo0.11Ta0.01W0.57,0.026600909116519182,4.021199717162785,0.0012930229223262213,1.8705999999999998,1.044288991167999,-0.008083922104669647,145.9548566,14595.265660000001,-11.424288483702462,0.07518181320785505,0.16732499999999997,5.68,6.6544,8.2509,18.0,2.0,0,16.0,0,112.25039999999998,0.46294446058940686,26.046888,-0.1085047196133396
Nb48Mo19Ta19W14,48,19,19,14,1.2616,Nb48 Mo19 Ta19 W14,Nb0.36273441700249426 Mo0.14827068823143225 Ta0.27964630708378796 W0.2093485876822856 ,Nb0.48Mo0.19Ta0.19W0.14,0.022911046045861954,5.4297691281647955,0.010245592443315955,1.6738000000000002,1.0438926322339679,-0.010464323503015559,122.94515960000001,12294.13596,-19.935233231042165,0.0737743855607616,0.15072000000000008,5.330000000000001,5.806,7.714400000000001,18.0,2.0,0,16.0,0,74.45490000000002,0.5779114520411989,22.686843,-0.1175040881651961
Nb60Mo7Ta21W12,60,7,21,12,1.1711,Nb60 Mo7 Ta21 W12,Nb0.4549792957500144 Mo0.05481413932315424 Ta0.31014703891649137 W0.18005952601033995 ,Nb0.6Mo0.07Ta0.21W0.12,0.021061999797666826,6.190730269343276,0.008859305729250831,1.3698000000000001,1.0438162245101283,-0.008935980552289727,122.52088280000001,12251.94828,-20.14387447120442,0.06560610252610434,0.10818000000000003,5.19,4.311599999999999,7.7884,18.0,2.0,0,16.0,0,63.36870000000001,0.6242508673840155,18.669627,-0.1154665596802667
Nb20Mo54Ta11W15,20,54,11,15,1.0339,Nb20 Mo54 Ta11 W15,Nb0.1576432606414102 Mo0.43953488393401635 Ta0.16886749430063724 W0.23395436112393614 ,Nb0.2Mo0.54Ta0.11W0.15,0.021234919374538495,5.723965372249098,0.0020356124526054774,1.5614000000000001,1.0440783020113473,-0.009827117537166724,117.87994280000001,11786.91428,-21.79339636893052,0.06621125883160586,0.14746500000000007,5.6899999999999995,5.202,7.4228000000000005,18.0,2.0,0,16.0,0,100.52970000000002,0.3782395160954825,19.816107000000002,-0.0744066202556246
Nb34Mo21Ta42W3,34,21,42,3,1.1983,Nb34 Mo21 Ta42 W3,Nb0.2370614258406803 Mo0.15120127224665247 Ta0.570347084976748 W0.04139021693591916 ,Nb0.34Mo0.21Ta0.42W0.03,0.01840320747959997,7.068181072720753,-0.005837120286385191,1.3331999999999997,1.0437513180197517,-0.009678146881091249,133.2530788,13324.88788,-28.576245223512995,0.06320658590206256,0.11380500000000007,5.24,4.1568,7.675,18.0,2.0,0,16.0,0,70.48920000000001,0.450290400032497,16.680312,-0.08020781355807446
Nb25Mo39Ta30W6,25,39,30,6,1.3449,Nb25 Mo39 Ta30 W6,Nb0.1843995820859561 Mo0.29705625827106324 Ta0.4309720833123375 W0.08757207633064298 ,Nb0.25Mo0.39Ta0.3W0.06,0.021434056251498055,5.524000064548548,0.002651987442353767,1.6356,1.043885876841694,-0.010340931626235433,125.96575899999999,12595.795900000001,-22.508727026824733,0.07168789875079695,0.1569600000000001,5.45,5.664,7.5163,18.0,2.0,0,16.0,0,84.31049999999999,0.4262857942481389,19.612755,-0.08517737272706657
Nb49Mo7Ta6W38,49,7,6,38,1.3842,Nb49 Mo7 Ta6 W38,Nb0.34239994090074866 Mo0.05051144777604205 Ta0.08165763772720026 W0.525430973596009 ,Nb0.49Mo0.07Ta0.06W0.38,0.028107128332458497,3.7439582176756616,-0.015076761250161535,2.0452000000000004,1.0440851324376674,-0.008914073098320334,132.957399,13295.599900000001,-11.283484533451862,0.08301278081818164,0.18384,5.45,7.5040000000000004,8.0547,18.0,2.0,0,16.0,0,88.7265,0.610341478192872,28.225875,-0.14525025230585142
Nb12Mo1Ta20W67,12,1,20,67,1.4108,Nb12 Mo1 Ta20 W67,Nb0.0650185477690239 Mo0.0055951301666618165 Ta0.2110541884472592 W0.7183321336170552 ,Nb0.12Mo0.01Ta0.2W0.67,0.03145294842639231,4.045215435855283,0.0012154347026333656,2.0748,1.0442912952416792,-0.0074052039622758735,171.4707416,17147.05416,-7.4853876994470205,0.07659224376606741,0.163725,5.680000000000001,6.3936,8.559600000000001,18.0,2.0,0,16.0,0,121.89840000000001,0.3732842365887934,21.775128000000002,-0.08494897830613968
Nb32Mo11Ta41W16,32,11,41,16,1.2423,Nb32 Mo11 Ta41 W16,Nb0.2066215197586566 Mo0.07334532443509957 Ta0.5156053210739496 W0.20442783473229412 ,Nb0.32Mo0.11Ta0.41W0.16,0.0252068890761046,6.327256465455172,-0.005302355746236431,1.8097999999999999,1.0438251962224998,-0.010527082660309465,143.8886724,14388.64724,-16.56797889172715,0.07276373676510665,0.13842000000000004,5.2700000000000005,5.2219999999999995,7.9176,18.0,2.0,0,16.0,0,77.3631,0.5199610200759877,21.078122999999998,-0.10507941601607572
Nb2Mo1Ta87W10,2,1,87,10,1.1057,Nb2 Mo1 Ta87 W10,Nb0.010402324937545886 Mo0.005370993114295015 Ta0.8813078395328999 W0.10291884241525909 ,Nb0.02Mo0.01Ta0.87W0.1,0.02111251915352786,4.8954642630021254,0.03141076254735573,0.9778000000000001,1.0436244479369485,-0.003955041881116273,178.62638320000002,17862.61832,-8.873010053203672,0.055880925499522546,0.07224,5.109999999999999,2.6788000000000003,8.1566,18.0,2.0,0,16.0,0,76.9503,0.33994157840215994,8.573547000000001,-0.03993379095951019
Nb39Mo34Ta23W4,39,34,23,4,1.2796,Nb39 Mo34 Ta23 W4,Nb0.3075203078428192 Mo0.27684857108815775 Ta0.35321975942283873 W0.0624113616461844 ,Nb0.39Mo0.34Ta0.23W0.04,0.019227649244071443,5.372776797749943,0.007588717998634544,1.4502000000000004,1.0438611295120814,-0.00998347715231341,117.8315006,11782.47006,-27.0040837568041,0.07008401122239113,0.1471200000000001,5.380000000000001,5.5032000000000005,7.4901,18.0,2.0,0,16.0,0,75.89940000000001,0.4871418329368636,19.954788,-0.0974992112823835
Nb4Mo61Ta11W24,4,61,11,24,1.0635,Nb4 Mo61 Ta11 W24,Nb0.029432066181930488 Mo0.463494698101355 Ta0.15763817774419844 W0.349435057972516 ,Nb0.04Mo0.61Ta0.11W0.24,0.020897252984606794,8.873011419134139,0.013288719783837182,1.4354,1.0441924923739305,-0.008443565002753348,126.277722,12626.5522,-19.33514576055346,0.05171097211576598,0.10385999999999997,5.85,2.9739999999999998,7.49,18.0,2.0,0,16.0,0,116.4105,0.24621464265928714,13.992435,-0.03546658236930968
Nb46Mo19Ta8W27,46,19,8,27,1.3798,Nb46 Mo19 Ta8 W27,Nb0.34168181737926545 Mo0.14573766708883573 Ta0.11573427205982072 W0.3968462434720781 ,Nb0.46Mo0.19Ta0.08W0.27,0.0257320041329641,4.500031444233654,-0.014354760029548505,1.9292000000000002,1.04403510459307,-0.010212256307814886,125.08196519999998,12507.81652,-15.423199677710784,0.07936755676876739,0.17860500000000004,5.460000000000001,6.9808,7.829000000000001,18.0,2.0,0,16.0,0,86.0418,0.5797347472766757,26.789292000000007,-0.1290566820809964
Nb10Mo15Ta20W55,10,15,20,55,1.0597,Nb10 Mo15 Ta20 W55,Nb0.057711843173910045 Mo0.08939441350698836 Ta0.22480341335463705 W0.6280903299644645 ,Nb0.1Mo0.15Ta0.2W0.55,0.03000077961275533,5.679859844608674,0.002612603861608831,2.1500000000000004,1.0442452711533703,-0.00969017019361708,160.98621400000002,16098.3214,-10.766296193958821,0.07313994359282742,0.16312500000000002,5.7,5.800000000000001,8.295000000000002,18.0,2.0,0,16.0,0,119.001,0.35737920716601884,21.912300000000002,-0.07629554600854116
Nb63Mo15Ta7W15,63,15,7,15,1.2247,Nb63 Mo15 Ta7 W15,Nb0.5172212674605862 Mo0.12716900092167702 Ta0.11192879426688106 W0.24368093735085578 ,Nb0.63Mo0.15Ta0.07W0.15,0.02183502664380931,4.429971337747295,-0.02576286239614818,1.4802,1.0439106594565886,-0.00869949139358055,113.167371,11316.4371,-18.24678733482385,0.07337793320181563,0.14512500000000003,5.299999999999999,5.795999999999999,7.6941,18.0,2.0,0,16.0,0,68.73299999999999,0.6527939523241342,21.91302,-0.13138470939527963
Nb1Mo22Ta11W66,1,22,11,66,2.1491,Nb1 Mo22 Ta11 W66,Nb0.005690194279449975 Mo0.1292718461503879 Ta0.12190674642796982 W0.7431312131421923 ,Nb0.01Mo0.22Ta0.11W0.66,0.024106213181756975,9.284876509327601,-0.00012621148674769932,1.5158,1.0443999289692962,-0.007451008766294258,163.2789306,16327.45306,-12.822038853681251,0.05119051623535285,0.09701999999999994,5.88,2.7808,8.3411,18.0,2.0,0,16.0,0,134.3844,0.2199474824517943,13.633488,-0.030126668671038803
Nb21Mo17Ta2W60,21,17,2,60,0.8386,Nb21 Mo17 Ta2 W60,Nb0.13029208116273414 Mo0.10891854304597817 Ta0.02416777576286465 W0.7366216000284231 ,Nb0.21Mo0.17Ta0.02W0.6,0.024766041698014024,5.3385123660211935,0.007645293533709146,1.7076000000000002,1.0443420614970698,-0.00842793941779175,149.7464974,14974.309739999999,-13.740679362989486,0.06662052824532574,0.14225999999999997,5.77,5.292800000000001,8.251100000000001,18.0,2.0,0,16.0,0,120.7281,0.3830791568455393,22.450802999999997,-0.08490620981776939
Nb92Mo6Ta1W1,92,6,1,1,1.0799,Nb92 Mo6 Ta1 W1,Nb0.9008804560524076 Mo0.06067150441987336 Ta0.019071607430315326 W0.019376432097403792 ,Nb0.92Mo0.06Ta0.01W0.01,0.00872452669795986,4.764643428767258,0.023215162185720378,0.3198,1.0437580212249518,-0.0028069654214564047,94.8793484,9487.81484,-36.876807030380064,0.038881801063746606,0.040545000000000025,5.07,1.634,7.543600000000001,18.0,2.0,0,16.0,0,43.637100000000004,0.4985586258566037,5.732763,-0.06237291690048777
Nb43Mo8Ta20W29,43,8,20,29,1.3583,Nb43 Mo8 Ta20 W29,Nb0.29133151956578207 Mo0.055971014796838234 Ta0.26391068555702807 W0.3887867800803516 ,Nb0.43Mo0.08Ta0.2W0.29,0.028079839333982712,4.8169222647240275,-0.02082567441265998,2.076,1.0439761651652995,-0.010357885222183335,137.1297194,13712.81194,-13.136566151460574,0.08074959830644927,0.17074500000000004,5.369999999999999,6.759999999999999,8.0017,18.0,2.0,0,16.0,0,83.4801,0.5916278412359071,26.292603,-0.1366208340221013
Nb38Mo16Ta40W6,38,16,40,6,1.1874,Nb38 Mo16 Ta40 W6,Nb0.2633393400097895 Mo0.1145002155844884 Ta0.5398835540326281 W0.08227689037309392 ,Nb0.38Mo0.16Ta0.4W0.06,0.019696291640314306,7.3160015673635295,-0.004468508781990741,1.392,1.043760256203109,-0.009945338992054952,134.0675764,13406.43764,-25.63602335224523,0.06378832406217386,0.11142000000000006,5.22,4.1408000000000005,7.7418000000000005,18.0,2.0,0,16.0,0,69.41460000000001,0.4888442502177125,17.536308000000002,-0.08712388244678664
Nb4Mo16Ta18W62,4,16,18,62,0.8555,Nb4 Mo16 Ta18 W62,Nb0.022438705626871874 Mo0.09268553646550808 Ta0.19666101465872865 W0.6882147432488914 ,Nb0.04Mo0.16Ta0.18W0.62,0.028580928611446687,6.349679310514735,0.008272468433462202,1.924,1.044318967735982,-0.008538594236667713,165.6212736,16561.80736,-10.45282562596058,0.06564797756790561,0.13829999999999998,5.779999999999999,4.648,8.370000000000001,18.0,2.0,0,16.0,0,127.2474,0.29111009309301317,18.049908000000002,-0.05196684198206385
Nb12Mo34Ta40W14,12,34,40,14,1.4097,Nb12 Mo34 Ta40 W14,Nb0.07857600422498434 Mo0.22990149038717786 Ta0.5101250449962625 W0.1813974603915753 ,Nb0.12Mo0.34Ta0.4W0.14,0.025687067771386192,5.694455619071433,-0.012921233308294451,1.9600000000000002,1.0439129141739996,-0.010500573701400236,141.8919176,14188.51176,-15.914168952396452,0.0745739126541746,0.16782000000000008,5.48,5.804800000000001,7.7132000000000005,18.0,2.0,0,16.0,0,92.7564,0.38683786678640075,19.537248,-0.07082136713115152
Nb35Mo39Ta7W19,35,39,7,19,1.7277,Nb35 Mo39 Ta7 W19,Nb0.2766722759738641 Mo0.3183584495397774 Ta0.10777141848007779 W0.29719785600628085 ,Nb0.35Mo0.39Ta0.07W0.19,0.02261907595070686,4.916926232949006,-0.005781345717323794,1.7201999999999997,1.044055553201719,-0.010279032240690144,117.5375846,11752.978459999998,-20.0910442652431,0.07338589274120211,0.169245,5.58,6.322399999999999,7.5673,18.0,2.0,0,16.0,0,92.1534,0.4861060317008433,24.303948,-0.10255164288375028
Nb47Mo19Ta33W1,47,19,33,1,1.1623,Nb47 Mo19 Ta33 W1,Nb0.3537260802208425 Mo0.14766480631714327 Ta0.483716747622979 W0.014892365839035153 ,Nb0.47Mo0.19Ta0.33W0.01,0.01560573688837386,7.330643353551442,0.0005690381426730929,1.1218,1.043744617407231,-0.008998324607194078,123.449599,12344.5799,-36.94818376830884,0.058357765195951795,0.09748500000000009,5.199999999999999,3.6399999999999997,7.6157,18.0,2.0,0,16.0,0,63.804,0.47718794590141617,15.681000000000001,-0.08138407215030534
Nb42Mo8Ta22W28,42,8,22,28,1.3405,Nb42 Mo8 Ta22 W28,Nb0.2828003260412097 Mo0.055625608899735626 Ta0.28851025652824486 W0.37306380853080984 ,Nb0.42Mo0.08Ta0.22W0.28,0.02802285760856705,4.941133207368913,-0.021544174839126656,2.0712,1.0439625920219717,-0.010441943527495882,137.9812132,13797.96132,-13.297086686759702,0.08032240030805693,0.16848000000000002,5.36,6.646400000000001,7.9990000000000006,18.0,2.0,0,16.0,0,82.9488,0.5873818071869817,25.958592000000003,-0.13480776510652362
Nb6Mo30Ta57W7,6,30,57,7,1.335,Nb6 Mo30 Ta57 W7,Nb0.03707222567044287 Mo0.19141362147692598 Ta0.6859306766500649 W0.08558347620256637 ,Nb0.06Mo0.3Ta0.57W0.07,0.023479369793828715,5.349036753317102,-0.016474783520753246,1.6829999999999998,1.0437938155054336,-0.008617897237543734,150.37147439999998,15036.547439999998,-15.63250007087482,0.07133244082107294,0.14962500000000006,5.369999999999999,5.1036,7.740199999999999,18.0,2.0,0,16.0,0,86.8401,0.3440072401031807,15.167402999999997,-0.05132173185879732
Nb14Mo10Ta27W49,14,10,27,49,2.058,Nb14 Mo10 Ta27 W49,Nb0.0805188829727621 Mo0.059391443549385005 Ta0.30244153284430275 W0.5576481406335502 ,Nb0.14Mo0.1Ta0.27W0.49,0.03192269227895589,5.002768591135279,-0.005204822435346234,2.3614,1.0441512979043028,-0.010048098790880613,161.5404208,16153.842079999999,-9.860180683521122,0.08017486059480282,0.182625,5.59,6.775600000000001,8.2898,18.0,2.0,0,16.0,0,110.33670000000001,0.4160132482986514,24.453507000000002,-0.09547220921586227
Nb29Mo5Ta12W54,29,5,12,54,1.7993,Nb29 Mo5 Ta12 W54,Nb0.1764116080235135 Mo0.03140894439181473 Ta0.1421734058971048 W0.6500060416875669 ,Nb0.29Mo0.05Ta0.12W0.54,0.030175036262405284,4.1630622069429855,-0.00513974826305754,2.1723999999999997,1.0442085386576305,-0.009111664419805352,152.72819579999998,15272.71958,-10.006958876535919,0.08116830166897394,0.1824,5.59,7.2936,8.314300000000001,18.0,2.0,0,16.0,0,107.5167,0.48547833195367107,27.065306999999997,-0.12131702405522324
Nb15Mo64Ta7W14,15,64,7,14,0.736,Nb15 Mo64 Ta7 W14,Nb0.12252305399789643 Mo0.5398345841880279 Ta0.11136085458954428 W0.22628150722453141 ,Nb0.15Mo0.64Ta0.07W0.14,0.01890134655477493,6.233404745431401,0.008411447444412613,1.2982000000000002,1.0441238887100706,-0.008576687031350758,113.7543086,11374.15086,-24.006788857474064,0.05830137261070818,0.12102000000000003,5.779999999999999,4.146400000000001,7.313300000000002,18.0,2.0,0,16.0,0,105.95939999999999,0.32319052617397354,16.544388,-0.058300620097836604
Nb16Mo42Ta17W25,16,42,17,25,1.3243,Nb16 Mo42 Ta17 W25,Nb0.11271544243318991 Mo0.30553917622213494 Ta0.23324928410211973 W0.3484960972425554 ,Nb0.16Mo0.42Ta0.17W0.25,0.025055133241805243,6.182602769382931,0.0005590612268489825,1.9166,1.0441010804938082,-0.010852842239530688,131.88936040000002,13188.09604,-17.288211092594295,0.06996535370198745,0.160785,5.67,5.510800000000001,7.6776,18.0,2.0,0,16.0,0,104.5551,0.3800324109854084,21.588722999999998,-0.07677801493141018
Nb26Mo14Ta23W37,26,14,23,37,1.5481,Nb26 Mo14 Ta23 W37,Nb0.16407188348581023 Mo0.09123112428744888 Ta0.28268099570125593 W0.4620159965254849 ,Nb0.26Mo0.14Ta0.23W0.37,0.029873363166488413,5.1458302267597285,-0.01086015369924519,2.2862000000000005,1.0440691989301645,-0.01106920774237531,147.22887120000001,14722.60712,-12.403615670826477,0.08104976658887464,0.184905,5.51,6.978800000000001,8.079,18.0,2.0,0,16.0,0,98.3583,0.4890638351973932,26.451987000000003,-0.1158843532664455
Nb14Mo42Ta17W27,14,42,17,27,1.1255,Nb14 Mo42 Ta17 W27,Nb0.09728443472583718 Mo0.30138302668547046 Ta0.2300764703371721 W0.3712560682515203 ,Nb0.14Mo0.42Ta0.17W0.27,0.025273265324450445,6.371782022900406,0.001967190466624844,1.9262000000000004,1.044119324685182,-0.010761298213943317,133.7080328,13369.96328,-16.84775169492282,0.06896484329928161,0.15790500000000005,5.69,5.334,7.7042,18.0,2.0,0,16.0,0,106.8657,0.3660709368989937,21.169707000000002,-0.07284771611459577
Nb39Mo21Ta26W14,39,21,26,14,1.2696,Nb39 Mo21 Ta26 W14,Nb0.28052108444879276 Mo0.15598195971713283 Ta0.36423544881998426 W0.19926150701409007 ,Nb0.39Mo0.21Ta0.26W0.14,0.023732154392309787,5.755610000475067,0.005328463350992294,1.7763999999999998,1.043885876841694,-0.010978290356448891,129.169137,12916.4937,-19.492178638140253,0.07423211047859207,0.1545600000000001,5.35,5.824,7.7365,18.0,2.0,0,16.0,0,78.2055,0.5350323399451253,22.623435,-0.10984952282159416
Nb12Mo19Ta63W6,12,19,63,6,1.2338,Nb12 Mo19 Ta63 W6,Nb0.07220472558745372 Mo0.11805711125933609 Ta0.7383000296687419 W0.07143813348446841 ,Nb0.12Mo0.19Ta0.63W0.06,0.021436699131938818,6.426008388929464,-0.02078861036038788,1.4418000000000002,1.0437223007368106,-0.008562235555896618,154.40873,15440.492999999999,-18.63250928707649,0.06587136906949129,0.12096000000000007,5.250000000000001,4.23,7.8412,18.0,2.0,0,16.0,0,78.94050000000001,0.37150433835789276,14.229674999999999,-0.058956659733892094
Nb6Mo26Ta21W47,6,26,21,47,0.8353,Nb6 Mo26 Ta21 W47,Nb0.03598171891697769 Mo0.1610119759541197 Ta0.24527761332150208 W0.5577286918074005 ,Nb0.06Mo0.26Ta0.21W0.47,0.02876156862250382,6.5121798988672,0.004731761893694742,2.1166,1.0442200092944003,-0.009990438561817487,154.92783759999998,15492.26376,-12.07700974751086,0.06916354428292157,0.15562499999999996,5.73,5.1324000000000005,8.1114,18.0,2.0,0,16.0,0,118.6869,0.3237712677250551,20.315523,-0.06100945932366103
Nb7Mo44Ta47W2,7,44,47,2,1.3665,Nb7 Mo44 Ta47 W2,Nb0.047318665218776625 Mo0.30714347774906753 Ta0.618785693298483 W0.026752163733672837 ,Nb0.07Mo0.44Ta0.47W0.02,0.021403119524239903,4.8548889439325436,-0.009288967360187224,1.5701999999999998,1.043834172575099,-0.008151716707869657,137.4481502,13743.935019999999,-17.794874313722595,0.06999306999307,0.15198000000000012,5.46,5.1832,7.5157,18.0,2.0,0,16.0,0,88.9098,0.31373193489670215,14.467331999999999,-0.04944630111774038
Nb26Mo59Ta10W5,26,59,10,5,1.718,Nb26 Mo59 Ta10 W5,Nb0.22356611786635153 Mo0.5238884511557053 Ta0.16747137969901457 W0.08507405127892861 ,Nb0.26Mo0.59Ta0.1W0.05,0.01813472786070252,4.695269146329649,-0.0014461673454057911,1.2916,1.0440124119944592,-0.008659759217249161,108.0588468,10804.70468,-26.331993019707767,0.0665058571926876,0.14536500000000008,5.64,5.4176,7.247,18.0,2.0,0,16.0,0,92.5812,0.39649207549798393,18.628632,-0.08003842470336274
Nb19Mo2Ta29W50,19,2,29,50,1.5104,Nb19 Mo2 Ta29 W50,Nb0.10765782690126637 Mo0.011702433435405332 Ta0.32003536120676274 W0.5606043784565656 ,Nb0.19Mo0.02Ta0.29W0.5,0.03302940798138571,4.230248323044203,-0.01018742222635886,2.4101999999999997,1.044119324685182,-0.009139884017879433,163.9662974,16396.58974,-8.377975881250045,0.08393035375038063,0.18725999999999998,5.52,7.3072,8.3737,18.0,2.0,0,16.0,0,105.84960000000001,0.46309736888367325,25.865327999999998,-0.1138642169378015
Nb13Mo40Ta31W16,13,40,31,16,1.8766,Nb13 Mo40 Ta31 W16,Nb0.08883234275977739 Mo0.2822551861636013 Ta0.4125697842960649 W0.21634268678055643 ,Nb0.13Mo0.4Ta0.31W0.16,0.025393274585850136,5.791005558847407,-0.007224908942550945,1.951,1.0439784283845226,-0.010708637845692114,135.9700722,13596.20722,-16.607215213059163,0.07326754839638785,0.16800000000000004,5.5600000000000005,5.7824,7.647100000000001,18.0,2.0,0,16.0,0,96.95880000000001,0.3793174744860326,20.141232000000002,-0.07168605051713593
Nb1Mo26Ta64W9,1,26,64,9,1.3183,Nb1 Mo26 Ta64 W9,Nb0.005871762671283245 Mo0.157650741291995 Ta0.7319078890258964 W0.10456960701082538 ,Nb0.01Mo0.26Ta0.64W0.09,0.024557555828489855,4.778796230542168,-0.021475543526830104,1.6984,1.043778146412432,-0.007471207332385156,158.230907,15822.570699999998,-12.388550872152878,0.07184712257991192,0.14878500000000008,5.3500000000000005,5.032,7.833900000000001,18.0,2.0,0,16.0,0,88.2015,0.32973264939253233,14.077635,-0.04047406457558857
