formula,Nb,Mo,Ta,W,C11,C12,C44,a,b,c,G,B,E,v,Pugh,Zener
Nb24Mo27Ta21W28,24,27,21,28,415.293,170.911,86.776,64.724,64.724,64.729,99.549,252.372,263.942,0.326,2.535,0.71
Nb33Mo20Ta29W18,33,20,29,18,361.134,156.452,66.438,65.228,65.228,65.222,79.041,224.68,212.235,0.343,2.843,0.649
Nb21Mo14Ta34W31,21,14,34,31,389.107,165.26,81.599,65.026,65.029,65.019,92.623,239.875,246.183,0.329,2.59,0.729
Nb35Mo22Ta22W21,35,22,22,21,374.672,159.791,69.26,65.083,65.079,65.073,82.635,231.418,221.535,0.34,2.8,0.645
Nb21Mo20Ta25W34,21,20,25,34,415.563,171.297,89.059,64.766,64.766,64.762,101.083,252.719,267.575,0.324,2.5,0.729
Nb21Mo34Ta13W32,21,34,13,32,446.287,180.396,98.71,64.418,64.422,64.419,111.225,269.026,293.26,0.318,2.419,0.742
Nb8Mo27Ta35W30,8,27,35,30,433.861,176.145,99.753,64.633,64.636,64.636,110.528,262.051,290.711,0.315,2.371,0.774
Nb16Mo35Ta18W31,16,35,18,31,451.095,181.45,102.368,64.407,64.408,64.403,114.312,271.332,300.708,0.315,2.374,0.759
Nb23Mo26Ta26W25,23,26,26,25,404.486,167.636,83.567,64.837,64.832,64.833,96.115,246.586,255.188,0.328,2.566,0.706
Nb35Mo24Ta26W15,35,24,26,15,362.804,156.192,65.302,65.187,65.185,65.188,78.537,225.063,211.06,0.344,2.866,0.632
Nb26Mo9Ta33W32,26,9,33,32,375.56,162.619,76.308,65.156,65.167,65.157,87.217,233.599,232.691,0.334,2.678,0.717
Nb28Mo12Ta35W25,28,12,35,25,361.852,158.743,70.695,65.266,65.275,65.272,81.758,226.446,218.927,0.339,2.77,0.696
Nb35Mo7Ta25W33,35,7,25,33,368.71,160.601,70.404,65.205,65.204,65.204,82.364,229.97,220.74,0.34,2.792,0.677
Nb33Mo35Ta18W14,33,35,18,14,392.13,163.999,74.081,64.875,64.873,64.871,88.118,240.043,235.534,0.336,2.724,0.649
Nb22Mo31Ta32W15,22,31,32,15,389.842,163.227,78.558,64.956,64.956,64.957,91.0,238.765,242.228,0.331,2.624,0.693
Nb15Mo23Ta34W28,15,23,34,28,409.665,169.481,89.131,64.824,64.827,64.822,100.447,249.543,265.693,0.323,2.484,0.742
Nb32Mo21Ta24W23,32,21,24,23,379.615,161.27,72.362,65.051,65.051,65.051,85.365,234.052,228.334,0.337,2.742,0.663
Nb18Mo28Ta30W24,18,28,30,24,410.556,169.195,87.471,64.794,64.79,64.791,99.523,249.649,263.547,0.324,2.508,0.725
Nb27Mo34Ta33W6,27,34,33,6,368.843,157.09,69.172,65.125,65.121,65.127,82.081,227.674,219.826,0.339,2.774,0.653
Nb6Mo32Ta28W34,6,32,28,34,463.654,185.22,111.178,64.385,64.383,64.386,121.657,278.031,318.514,0.309,2.285,0.799
Nb34Mo21Ta15W30,34,21,15,30,399.261,166.938,77.694,64.858,64.858,64.863,91.319,244.379,243.612,0.334,2.676,0.669
Nb26Mo35Ta11W28,26,35,11,28,434.186,176.932,91.981,64.498,64.502,64.5,105.225,262.683,278.49,0.323,2.496,0.715
Nb31Mo21Ta24W24,31,21,24,24,383.119,162.213,73.926,65.021,65.022,65.023,86.866,235.848,232.103,0.336,2.715,0.669
Nb31Mo22Ta26W21,31,22,26,21,376.924,160.509,71.813,65.074,65.078,65.072,84.674,232.648,226.537,0.338,2.748,0.664
Nb30Mo8Ta29W33,30,8,29,33,374.123,162.285,74.367,65.168,65.167,65.168,85.707,232.898,229.027,0.336,2.717,0.702
Nb8Mo23Ta35W34,8,23,35,34,433.867,176.377,100.196,64.647,64.644,64.641,110.782,262.207,291.318,0.315,2.367,0.778
Nb16Mo34Ta16W34,16,34,16,34,457.272,183.614,104.927,64.358,64.358,64.356,116.704,274.833,306.699,0.314,2.355,0.767
Nb15Mo28Ta23W34,15,28,23,34,442.852,178.927,100.167,64.521,64.519,64.522,111.868,266.902,294.463,0.316,2.386,0.759
Nb8Mo27Ta31W34,8,27,31,34,446.857,180.04,104.387,64.529,64.528,64.528,115.166,268.979,302.347,0.313,2.336,0.782
Nb34Mo32Ta11W23,34,32,11,23,407.974,169.354,79.197,64.723,64.721,64.722,93.372,248.894,248.982,0.333,2.666,0.664
Nb26Mo30Ta33W11,26,30,33,11,372.912,158.624,71.439,65.105,65.104,65.105,84.073,230.053,224.832,0.337,2.736,0.667
Nb27Mo16Ta26W31,27,16,26,31,392.051,165.357,79.457,64.975,64.977,64.972,91.632,240.922,243.965,0.331,2.629,0.701
Nb18Mo34Ta25W23,18,34,25,23,425.112,173.369,91.946,64.644,64.64,64.642,104.286,257.283,275.62,0.321,2.467,0.73
Nb31Mo21Ta34W14,31,21,34,14,353.029,154.523,64.783,65.312,65.307,65.309,76.902,220.692,206.698,0.344,2.87,0.653
Nb29Mo22Ta29W20,29,22,29,20,376.676,161.175,72.34,65.085,65.084,65.078,84.896,233.009,227.107,0.338,2.745,0.671
Nb15Mo24Ta32W29,15,24,32,29,416.22,171.087,91.154,64.771,64.767,64.766,102.643,252.798,271.221,0.321,2.463,0.744
Nb27Mo19Ta31W23,27,19,31,23,376.444,160.83,73.994,65.106,65.108,65.108,86.064,232.701,229.855,0.335,2.704,0.686
Nb30Mo22Ta29W19,30,22,29,19,371.547,159.067,70.578,65.134,65.13,65.13,83.184,229.894,222.692,0.339,2.764,0.664
Nb21Mo24Ta26W29,21,24,26,29,412.018,169.862,87.215,64.782,64.778,64.781,99.48,250.58,263.563,0.325,2.519,0.72
Nb19Mo24Ta32W25,19,24,32,25,401.31,166.92,84.507,64.889,64.883,64.885,96.351,245.05,255.559,0.326,2.543,0.721
Nb12Mo29Ta33W26,12,29,33,26,423.917,173.062,94.506,64.695,64.697,64.693,105.86,256.681,279.197,0.319,2.425,0.753
Nb31Mo16Ta22W31,31,16,22,31,389.758,164.721,76.793,64.981,64.981,64.979,89.524,239.734,238.842,0.334,2.678,0.682
Nb16Mo20Ta30W34,16,20,30,34,418.944,172.232,92.218,64.751,64.757,64.749,103.624,254.469,273.718,0.321,2.456,0.748
Nb23Mo10Ta32W35,23,10,32,35,389.062,165.883,81.516,65.042,65.038,65.036,92.455,240.276,245.834,0.329,2.599,0.73
Nb21Mo16Ta34W29,21,16,34,29,388.942,164.698,81.072,65.021,65.022,65.019,92.332,239.446,245.447,0.329,2.593,0.723
Nb25Mo33Ta34W8,25,33,34,8,373.045,158.325,71.497,65.092,65.099,65.098,84.183,229.898,225.077,0.337,2.731,0.666
Nb31Mo26Ta27W16,31,26,27,16,373.421,159.062,70.101,65.093,65.093,65.099,83.146,230.515,222.666,0.339,2.772,0.654
Nb8Mo34Ta30W28,8,34,30,28,448.61,180.443,104.62,64.491,64.489,64.489,115.554,269.832,303.358,0.313,2.335,0.78
Nb31Mo22Ta27W20,31,22,27,20,373.793,159.621,70.79,65.103,65.105,65.101,83.6,231.011,223.804,0.339,2.763,0.661
Nb31Mo24Ta26W19,31,24,26,19,376.596,160.031,71.385,65.07,65.067,65.074,84.397,232.219,225.832,0.338,2.752,0.659
Nb29Mo34Ta9W28,29,34,9,28,429.704,175.871,89.031,64.532,64.53,64.531,102.644,260.482,272.182,0.326,2.538,0.701
Nb32Mo14Ta24W30,32,14,24,30,380.695,162.512,73.996,65.07,65.073,65.07,86.479,235.239,231.117,0.336,2.72,0.678
Nb24Mo32Ta9W35,24,32,9,35,446.878,181.044,97.852,64.407,64.403,64.406,110.637,269.656,291.979,0.32,2.437,0.736
Nb35Mo34Ta10W21,35,34,10,21,406.923,169.029,78.154,64.717,64.717,64.716,92.526,248.327,246.911,0.334,2.684,0.657
Nb27Mo14Ta27W32,27,14,27,32,389.489,165.073,79.08,65.007,65.01,65.007,91.0,239.879,242.354,0.332,2.636,0.705
Nb29Mo18Ta22W31,29,18,22,31,396.694,166.284,79.476,64.914,64.918,64.915,92.249,243.087,245.671,0.332,2.635,0.69
Nb35Mo34Ta12W19,35,34,12,19,401.995,167.395,76.589,64.766,64.768,64.773,90.905,245.595,242.762,0.335,2.702,0.653
Nb31Mo25Ta21W23,31,25,21,23,391.309,164.179,75.931,64.93,64.932,64.927,89.26,239.889,238.231,0.334,2.688,0.669
Nb32Mo33Ta22W13,32,33,22,13,384.381,161.552,72.142,64.959,64.96,64.958,85.917,235.828,229.839,0.338,2.745,0.648
Nb28Mo27Ta15W30,28,27,15,30,418.589,172.199,86.126,64.681,64.673,64.68,99.432,254.329,263.905,0.327,2.558,0.699
Nb35Mo23Ta13W29,35,23,13,29,400.882,167.341,77.365,64.831,64.827,64.826,91.282,245.188,243.614,0.334,2.686,0.663
Nb33Mo32Ta30W5,33,32,30,5,357.225,154.091,63.221,65.222,65.218,65.221,76.513,221.802,205.867,0.345,2.899,0.622
Nb24Mo24Ta34W18,24,24,34,18,377.176,160.349,74.692,65.095,65.086,65.091,86.743,232.625,231.459,0.334,2.682,0.689
Nb31Mo20Ta33W16,31,20,33,16,356.344,155.46,65.95,65.288,65.28,65.283,78.099,222.421,209.749,0.343,2.848,0.657
Nb19Mo30Ta32W19,19,30,32,19,401.007,166.375,83.612,64.87,64.872,64.868,95.78,244.586,254.164,0.327,2.554,0.713
Nb33Mo9Ta23W35,33,9,23,35,381.45,163.444,74.679,65.084,65.087,65.082,86.925,236.113,232.27,0.336,2.716,0.685
Nb34Mo9Ta35W22,34,9,35,22,341.468,154.274,62.848,65.462,65.465,65.458,73.752,216.672,198.71,0.347,2.938,0.671
Nb22Mo33Ta14W31,22,33,14,31,440.915,178.72,96.282,64.473,64.473,64.472,108.967,266.118,287.64,0.32,2.442,0.734
Nb14Mo34Ta26W26,14,34,26,26,436.865,176.832,97.821,64.557,64.555,64.557,109.638,263.51,288.852,0.317,2.403,0.752
Nb33Mo12Ta30W25,33,12,30,25,359.398,157.557,67.574,65.275,65.275,65.277,79.389,224.837,213.087,0.342,2.832,0.67
Nb18Mo29Ta32W21,18,29,32,21,404.425,167.427,85.437,64.842,64.848,64.843,97.415,246.426,258.22,0.325,2.53,0.721
Nb27Mo13Ta26W34,27,13,26,34,392.4,165.806,80.107,64.982,64.991,64.978,92.061,241.338,245.028,0.331,2.621,0.707
Nb35Mo19Ta19W27,35,19,19,27,384.605,162.835,72.867,65.007,65.001,65.002,86.261,236.758,230.759,0.338,2.745,0.657
Nb23Mo21Ta32W24,23,21,32,24,387.003,163.363,78.648,65.009,65.012,65.015,90.577,237.909,241.13,0.331,2.627,0.703
Nb30Mo30Ta16W24,30,30,16,24,408.811,169.163,81.599,64.751,64.754,64.748,95.212,249.046,253.35,0.33,2.616,0.681
Nb33Mo27Ta10W30,33,27,10,30,415.346,171.789,82.891,64.682,64.685,64.686,96.738,252.975,257.402,0.33,2.615,0.681
Nb31Mo32Ta21W16,31,32,21,16,390.629,163.604,74.849,64.907,64.906,64.912,88.485,239.279,236.324,0.335,2.704,0.659
Nb33Mo28Ta14W25,33,28,14,25,404.032,167.993,78.774,64.784,64.783,64.788,92.666,246.673,247.06,0.333,2.662,0.667
Nb24Mo17Ta28W31,24,17,28,31,396.677,166.461,82.004,64.939,64.942,64.938,93.954,243.2,249.707,0.329,2.588,0.712
Nb23Mo16Ta29W32,23,16,29,32,396.855,166.751,82.692,64.942,64.942,64.939,94.405,243.453,250.798,0.328,2.579,0.719
Nb31Mo35Ta21W13,31,35,21,13,390.535,163.318,74.382,64.897,64.897,64.898,88.187,239.057,235.592,0.336,2.711,0.655
Nb19Mo21Ta25W35,19,21,25,35,423.143,173.339,92.276,64.704,64.704,64.702,104.184,256.607,275.296,0.321,2.463,0.739
Nb30Mo5Ta33W32,30,5,33,32,364.308,161.696,71.952,65.268,65.268,65.264,82.539,229.233,221.083,0.339,2.777,0.71
Nb32Mo28Ta29W11,32,28,29,11,364.124,156.27,66.358,65.17,65.172,65.174,79.48,225.554,213.378,0.342,2.838,0.639
Nb30Mo18Ta29W23,30,18,29,23,372.094,159.645,71.462,65.141,65.145,65.139,83.796,230.462,224.213,0.338,2.75,0.673
Nb23Mo20Ta26W31,23,20,26,31,405.516,168.442,84.749,64.849,64.848,64.847,96.96,247.467,257.278,0.327,2.552,0.715
Nb23Mo30Ta19W28,23,30,19,28,424.448,173.482,90.063,64.638,64.635,64.635,102.879,257.137,272.319,0.323,2.499,0.718
Nb20Mo30Ta28W22,20,30,28,22,409.187,168.787,86.077,64.794,64.789,64.792,98.415,248.92,260.866,0.325,2.529,0.716
Nb35Mo33Ta11W21,35,33,11,21,404.652,168.251,77.527,64.745,64.744,64.747,91.849,247.052,245.165,0.335,2.69,0.656
Nb25Mo20Ta23W32,25,20,23,32,407.574,169.03,84.585,64.822,64.828,64.821,97.09,248.545,257.713,0.327,2.56,0.709
Nb35Mo32Ta8W25,35,32,8,25,413.38,171.309,80.717,64.666,64.674,64.673,94.985,252.0,253.148,0.333,2.653,0.667
Nb34Mo27Ta24W15,34,27,24,15,371.877,158.461,67.951,65.094,65.086,65.093,81.477,229.6,218.577,0.341,2.818,0.637
Nb35Mo31Ta19W15,35,31,19,15,382.716,161.452,70.429,64.967,64.965,64.969,84.459,235.207,226.29,0.34,2.785,0.637
Nb34Mo34Ta12W20,34,34,12,20,405.181,168.353,78.149,64.74,64.743,64.746,92.354,247.296,246.389,0.334,2.678,0.66
Nb35Mo33Ta6W26,35,33,6,26,418.212,172.92,82.292,64.616,64.615,64.618,96.599,254.684,257.27,0.332,2.637,0.671
Nb23Mo31Ta23W23,23,31,23,23,412.877,169.86,85.894,64.737,64.741,64.74,98.721,250.865,261.819,0.326,2.541,0.707
Nb33Mo25Ta31W11,33,25,31,11,354.857,154.114,63.623,65.271,65.273,65.266,76.431,221.028,205.595,0.345,2.892,0.634
Nb30Mo25Ta14W31,30,25,14,31,414.932,171.255,84.27,64.716,64.711,64.713,97.712,252.481,259.641,0.329,2.584,0.692
Nb17Mo24Ta30W29,17,24,30,29,414.674,170.595,89.715,64.774,64.768,64.775,101.496,251.954,268.442,0.322,2.482,0.735
Nb34Mo26Ta21W19,34,26,21,19,380.53,161.125,70.982,65.01,65.009,65.014,84.56,234.26,226.435,0.339,2.77,0.647
Nb9Mo30Ta31W30,9,30,31,30,442.131,178.394,102.055,64.553,64.554,64.552,113.091,266.306,297.203,0.314,2.355,0.774
Nb24Mo15Ta29W32,24,15,29,32,393.848,166.029,81.433,64.97,64.974,64.971,93.17,241.969,247.715,0.329,2.597,0.715
Nb19Mo19Ta30W32,19,19,30,32,408.146,169.26,87.429,64.843,64.845,64.839,99.081,248.889,262.421,0.324,2.512,0.732
Nb30Mo30Ta31W9,30,30,31,9,364.664,156.313,67.098,65.17,65.165,65.165,80.083,225.763,214.845,0.341,2.819,0.644
Nb18Mo33Ta15W34,18,33,15,34,452.775,182.232,102.448,64.389,64.39,64.388,114.519,272.413,301.332,0.316,2.379,0.757
Nb8Mo35Ta32W25,8,35,32,25,442.405,178.44,102.147,64.54,64.543,64.536,113.191,266.428,297.45,0.314,2.354,0.774
Nb21Mo27Ta33W19,21,27,33,19,390.544,163.773,79.756,64.964,64.965,64.969,91.85,239.363,244.301,0.33,2.606,0.703
Nb25Mo22Ta32W21,25,22,32,21,379.672,161.593,75.473,65.076,65.065,65.068,87.486,234.286,233.405,0.334,2.678,0.692
Nb24Mo35Ta32W9,24,35,32,9,382.363,160.792,74.718,65.007,65.003,65.004,87.525,234.649,233.538,0.334,2.681,0.674
Nb27Mo24Ta19W30,27,24,19,30,411.243,169.949,84.422,64.767,64.763,64.762,97.428,250.38,258.726,0.328,2.57,0.7
Nb6Mo29Ta34W31,6,29,34,31,445.082,179.486,104.423,64.544,64.547,64.545,114.978,268.018,301.779,0.312,2.331,0.786
Nb24Mo22Ta27W27,24,22,27,27,398.476,166.359,81.702,64.899,64.898,64.898,94.06,243.732,250.019,0.329,2.591,0.704
Nb10Mo23Ta32W35,10,23,32,35,435.731,176.885,100.085,64.624,64.624,64.621,110.943,263.167,291.821,0.315,2.372,0.773
Nb22Mo30Ta17W31,22,30,17,31,433.87,176.43,93.884,64.561,64.556,64.554,106.55,262.243,281.522,0.321,2.461,0.729
Nb31Mo32Ta23W14,31,32,23,14,384.851,161.816,72.874,64.964,64.962,64.965,86.466,236.161,231.184,0.337,2.731,0.653
Nb31Mo24Ta34W11,31,24,34,11,352.636,153.901,64.061,65.307,65.297,65.301,76.429,220.146,205.505,0.344,2.88,0.645
Nb28Mo17Ta28W27,28,17,28,27,382.477,162.637,75.733,65.056,65.058,65.056,87.95,235.917,234.687,0.334,2.682,0.689
Nb29Mo30Ta12W29,29,30,12,29,422.978,173.664,87.009,64.62,64.619,64.62,100.517,256.769,266.743,0.327,2.554,0.698
